created_at,text,retweet_count,favorite_count,user_screen_name,user_followers_count,user_verified,text_processed
2021-03-28 16:47:00,"Rakesh Tikait restated that we will go to Parliament to sell the crops. Said this is no joke, he is serious. Farmers went to parliament in 2002 to burn crops as protest and stayed there for 45 mins #FarmersProtest",1,4,LyllpuriaDeep1,919,False,Rakesh Tikait restated that we will go to Parliament to sell the crops Said this is no joke he is serious Farmers went to parliament in 2002 to burn crops as protest and stayed there for 45 mins
2021-03-28 16:44:48,"God knows why the #ModiGovt is acting deaf n dumb to the #FarmersProtest     #RepealFarmLaws   #BurnFarmLawsOnHoli 
@_SwarajIndia @NavdeepSingh_7 @PicckaPeeee @KissanZindabad @hisamuddink51 @mandeep_puniaa @HINDUSANSKRITI3 @Harman143s @whateverbutbad @lipikilipi @Kisanektamorcha https://t.co/gSWyWwjTez",1,2,kaur_anoopinder,181,False,"God knows why the is acting deaf n dumb to the  SwarajIndia 7 puniaa"
2021-03-28 16:40:11,"Farmers fight against manusmriti's law 
#Black_Holi_Of_Farmers
#किसान_कृषि_बिल_दहन_करेगे
#FarmersProtest https://t.co/ZOUUMEahsG",2,5,PantherAJ12,329,False,"Farmers fight against manusmritis law  Holi Of Farmers "
2021-03-28 16:35:15,"Apart from many other reasons, Is the #GNCTDBill also to counter the #FarmersProtest in Delhi?

@kkuruganti @sayantanbera @HartoshSinghBal https://t.co/a4FSVI9gUQ",1,0,nanoharsha,719,False,"Apart from many other reasons Is the also to counter the in Delhi?"
2021-03-28 16:34:54,"@NAVBHARATAM We won’t fall for all that rubbish. We #Sikhs and #Hindus in the #Punjab get along fine. 1000’s of Hindus were not murdered in the Punjab by Sikhs. Your #rss driven #hindutva #bjp hatred is not welcome, keep it to yourself.  #FarmersProtest is not about Sikhs and Hindus.",1,0,Talwar_Punjabi,7289,False,We wont fall for all that rubbish We and in the get along fine 1000s of Hindus were not murdered in the Punjab by Sikhs Your driven hatred is not welcome keep it to yourself is not about Sikhs and Hindus
2021-03-28 16:30:03,"Well done to farmers, these hate mongers need to taste their own medicine. #FarmersProtest https://t.co/XlP9Ng3Eo5",11,35,truthprevails83,29,False,Well done to farmers these hate mongers need to taste their own medicine
2021-03-28 16:26:14,Farmers burn copies of farm laws at Delhi border to celebrate 'Holika Dahan'  https://t.co/gVrbmLuTGq #FarmersProtest,1,3,Oneindia,64502,True,Farmers burn copies of farm laws at Delhi border to celebrate Holika Dahan
2021-03-28 16:23:52,here are some facts about India. The US is 3 times bigger than India. India has 993.5 million more ppl than the US. In India more than 200 million ppl dont have sufficient access to food. 25% of India has no access to education. India’s democracy continues to fail #farmersprotest,3,11,yourlawyerkomal,670,False,here are some facts about India The US is 3 times bigger than India India has 993 5 million more ppl than the US In India more than 200 million ppl dont have sufficient access to food 25% of India has no access to education Indias democracy continues to fail
2021-03-28 16:20:16,"The danger is that by the time AAP comes, Modi will privatize everything in India. After that, AK can only give the minimum to people. We will never be free owners of our banks, roads, mines, railways, airports, telecom, and even defense. 
#FarmersProtest #BurnFarmLawsOnHoli https://t.co/4TFVIf3nHu",1,1,mgrg7,9952,False,"The danger is that by the time AAP comes Modi will privatize everything in India After that AK can only give the minimum to people We will never be free owners of our banks roads mines railways airports telecom and even defense "
2021-03-28 16:19:17,"Farmers income doubled?
Dept of farmers waved?
Farmers got MSP?
Farmers suicide halted?
Respect is a fight for rights and free living..
#किसान_कृषि_बिल_दहन_करेगे 
#BurnFarmLawsOnHoli 
#FarmersProtest https://t.co/IMofluS1A9",8,13,HryTweet_,3996,False,"Farmers income doubled?Dept of farmers waved?Farmers got MSP?Farmers suicide halted?Respect is a fight for rights and free living   "
2021-03-28 16:16:06,"I'm discussing “Rihanna’s $2.5m #FarmersProtest tweet &amp; Poetic Justice” with @modhaliwal, @neeti420 Today, Mar 28 at 10:00 AM PDT on @joinclubhouse. Join us! https://t.co/T8W1CDoSRs",3,20,BalBrach,3853,True,Im discussing Rihannas $2 5m tweet &amp Poetic Justice with Today Mar 28 at 10 00 AM PDT on Join us
2021-03-28 16:15:22,#BJPMLA #ArunNarang was beaten up and striped him totally naked by #farmersprotester in the presence of #PanjabPolice. It's a black spot on peaceful #farmersprotest. Any kind of #MobLynching should be banned in India. @narendramodi @AmitShah @capt_amarinder https://t.co/TKM9HJKTAx,2,2,neerajfilms,9909,False,was beaten up and striped him totally naked by in the presence of Its a black spot on peaceful Any kind of should be banned in India amarinder
2021-03-28 16:11:39,"#Breaking

👉Zee Owner Subhash Chandra had an event today in Hisar

👉100s of Farmers gheroed the venue &amp; forced Chandra to cancel it

👉Event organizers apologize to farmers for inviting him

👉Zee been peddling hate against farmers. #FarmersProtest giving it back to #GodiMedia https://t.co/r330EJCb3c",714,1676,saahilmenghani,86822,True,"Zee Owner Subhash Chandra had an event today in Hisar100s of Farmers gheroed the venue &amp forced Chandra to cancel itEvent organizers apologize to farmers for inviting himZee been peddling hate against farmers giving it back to"
2021-03-28 16:07:24,"Shame on people who are trending against Capt amrinder sir.

Its not his fault that people are beating #BJPkeGunde in Punjab.

Ek MLA k pitne mein etne bhukhla gaye hai,what about 300+ farmers who have died in #FarmersProtest #FarmBills ??",1,1,shiimmers,541,False,"Shame on people who are trending against Capt amrinder sir Its not his fault that people are beating in Punjab Ek MLA k pitne mein etne bhukhla gaye hai what about 300+ farmers who have died in ??"
2021-03-28 16:07:23,"URGENT HUMBLE REQUEST 
#bonappetit  @chefsfeed
#restaurants #Worlds50best
@weRRestaurants #nutrition #inspiringchefs @CookingChannel
#foodandwine @thechefsforum
❤️🌍✌🏽
Please support Thank you 🙏🏽 

#FarmersProtest 

#FarmersProtest https://t.co/gaebY2llsb",1,0,keesohni,62,False,"URGENT HUMBLE REQUEST     Please support Thank you  "
2021-03-28 16:00:42,"Interesting to see @sikhexpo sharing and praising a video of a violent Islamic Extremist rally in #bangladesh which led to Hindus and Hindu temples being attacked on Instagram. Is supporting religious extremism part of the #farmersprotest ?

https://t.co/uG33ibDEde",2,3,MJaadugar,510,False,"Interesting to see sharing and praising a video of a violent Islamic Extremist rally in which led to Hindus and Hindu temples being attacked on Instagram Is supporting religious extremism part of the ?"
2021-03-28 15:55:30,@ParNain9 Beautiful culture it’s amazing 2 learn about each other’s traditions &amp; live united &amp; in harmony.Wish politicians never divided us all on any basis #BurnFarmLawsOnHoli #FarmersProtest @kisan_union_hr @DrRituSingh_ @inderjeetbarak @KalerProf @deltatamilian @AtRajdeep @prakashraaj https://t.co/dcFySq29gI,2,1,PreetKanwalGre1,130,False,Beautiful culture its amazing 2 learn about each others traditions &amp live united &amp in harmony Wish politicians never divided us all on any basis union hr
2021-03-28 15:51:54,#Black_Holi_Of_Farmers while Modi plays with colours #FarmersProtest #Holi #FarmLaws_DeathWarrant #BurnFarmLawsOnHoli https://t.co/585KkwB1RD,5,5,kam_kammykam,35,False,Holi Of Farmers while Modi plays with colours DeathWarrant
2021-03-28 15:47:47,"@UN_HRC @HumanRightsCtte @POTUS @AusHumanRights @hrw @CommissionerHR @mehdirhasan @UN_News_Centre @BBCWorld @Keir_Starmer @TanDhesi @ClaudiaWebbe @PreetKGillMP @SamTarry @JustinTrudeau @AJEnglish democracy&amp;human rights murderer's should be bann every where 
#FarmersProtest https://t.co/6wkLjPYCLe",1,1,kirat13sidhu,57,False,"HRC News Centre Starmer democracy&amp human rights murderers should be bann every where "
2021-03-28 15:44:12,"The Battle Goes on !
Unhappy Holi to Everyone 

#BurnFarmLawsOnHoli
#FarmersProtest https://t.co/LpZjP6uNG8",28,144,bhupenderc19,17458,False,"The Battle Goes on Unhappy Holi to Everyone "
2021-03-28 15:41:13,"Wrinkles mean you laughed, grey hair means you cared and scars mean you lived.

Respect your elders and the world will respect you.

Repeal Farm Laws 🚜
Kisaan Majdoor Ekta Zindabad ✊🏽

#FarmersProtest https://t.co/QPviy7fQUA",6,13,preetjaikaur,6031,False,"Wrinkles mean you laughed grey hair means you cared and scars mean you lived Respect your elders and the world will respect you Repeal Farm Laws Kisaan Majdoor Ekta Zindabad "
2021-03-28 15:40:06,"Today we treated at Singhu Border like this 😂😂 Haryanvi Spirit, culture, ethnic wear, played Holi with colours 🥰 and ""Kholda""🤣🤣 and got headlines on Punjab Kesari 👏👏
#FarmersProtest
#BurnFarmLawsOnHoli https://t.co/U8DfhL8SUG",11,14,ParNain9,178,False,"Today we treated at Singhu Border like this Haryanvi Spirit culture ethnic wear played Holi with colours and Kholda and got headlines on Punjab Kesari "
2021-03-28 15:39:24,"URGENT HUMBLE REQUEST 
Please support the other HEROES of the world OUR FARMERS,who endlessly feed our world &amp; in fact many of our Industries and our careers wouldn’t exist &amp; survive without them.
EAT UP &amp; SPEAK UP!
#FarmersProtest 

 https://t.co/xO5OqVQN4o",1,0,keesohni,62,False,"URGENT HUMBLE REQUEST Please support the other HEROES of the world OUR FARMERS who endlessly feed our world &amp in fact many of our Industries and our careers wouldnt exist &amp survive without them EAT UP &amp SPEAK UP  "
2021-03-28 15:37:26,Black holi #BlackHoli_for_Farmers #FarmersProtest https://t.co/ZHKG0v41u0,5,5,MangalS93055765,201,False,Black holi for Farmers
2021-03-28 15:36:49,"At Tikri border, the spirit that strives for farmer's rights has built a small shelter that also serves as a classroom for kids from adjoining Slums at designated timings...
ये हौसला कैसे हो कम...

Amazing work by @Kisansocialarmy shelter build by hand. 
#FarmersProtest https://t.co/VtexiqPREp",17,45,ChitraSarwara,31625,True,"At Tikri border the spirit that strives for farmers rights has built a small shelter that also serves as a classroom for kids from adjoining Slums at designated timings  Amazing work by shelter build by hand "
2021-03-28 15:33:43,"NO FARMER NO FRUITS
#FarmersProtest 
#NoFarmersNoFood 
#BurnFarmLawsOnHoli https://t.co/19mbNMv3Hy",5,19,Deepkam02245532,3030,False,"NO FARMER NO FRUITS  "
2021-03-28 15:32:31,"Friends of Fight for right,holi will be played all over the country tomarow and all the festival look good in happiness,the government is not listening to the farmers,so tomorrow farmers will start 7.30am in the morning.#Black_Holi_Of_Farmers  will speak please.
#FarmersProtest https://t.co/Yo5GKFlthw",16,23,Sachin88617922,857,False,"Friends of Fight for right holi will be played all over the country tomarow and all the festival look good in happiness the government is not listening to the farmers so tomorrow farmers will start 7 30am in the morning Holi Of Farmers will speak please "
2021-03-28 15:31:58,"Farmers at Singhu border burnt copies of the 3 farm laws on Holika Dahan today

#FarmersProtest https://t.co/DptcthLebL",139,947,ndtv,14915683,True,"Farmers at Singhu border burnt copies of the 3 farm laws on Holika Dahan today"
2021-03-28 15:29:06,"Seriously, Godi media treats farmers' very badly, like we're not this country citizens #FarmersProtest
#BurnFarmLawsOnHoli https://t.co/KX7ceT6Sg0",2,2,ParNain9,178,False,"Seriously Godi media treats farmers very badly like were not this country citizens "
2021-03-28 15:28:38,"Now after the BJP MLA incident, a common Hindu BJP supporter could be the next target of these frustrated sardaars. 

#FarmersProtest
#ShameOnCaptAmarinder",3,2,Gaandivdhaari,54,False,"Now after the BJP MLA incident a common Hindu BJP supporter could be the next target of these frustrated sardaars "
2021-03-28 15:28:29,"As seen at the #FarmersProtest in India and during other times in history, Sikh youth will always have a target on their back. To introspect, are we always ready to fight against oppression in any society? A lesson to be learnt from the Nihung youth on display at Hola Mohalla. https://t.co/VdhM8ogJF5",3,40,gurpartapstoor,582,False,As seen at the in India and during other times in history Sikh youth will always have a target on their back To introspect are we always ready to fight against oppression in any society? A lesson to be learnt from the Nihung youth on display at Hola Mohalla
2021-03-28 15:17:20,"BJP MLA to bahana hai, target to Hindus hai. 

#FarmersProtest
#ShameOnCaptAmarinder",4,3,Gaandivdhaari,54,False,"BJP MLA to bahana hai target to Hindus hai "
2021-03-28 15:16:20,Haryanvi Farmers have been opposing Zee news owner Subashchandra &amp; gheraoed him earlier today. Farmers are spreading awareness about his scams &amp; hate funding using PA systems. This is India. End of hate with plough is inevitable. #FarmersProtest https://t.co/NxbvwS9PHt,115,381,amaanbali,29294,False,Haryanvi Farmers have been opposing Zee news owner Subashchandra &amp gheraoed him earlier today Farmers are spreading awareness about his scams &amp hate funding using PA systems This is India End of hate with plough is inevitable
2021-03-28 15:16:17,"#FarmersProtest

Farmers celebrate ‘Holika Dahan' by burning copies of Centre's #FarmLaws 

Read: https://t.co/8ZXNNgaOLl https://t.co/zoI2RqV7jY",14,118,timesofindia,13453490,True,"Farmers celebrate Holika Dahan by burning copies of Centres Read"
2021-03-28 15:11:55,"@VishalLochab6 @bhupenderc19 @NehaBhagat_jk @rakshitdeepak @PunYaab @simrandhindsa17 @Manjeet02059210 @rural_HR @tulsindia @ajitanjum @SpiritOfCongres We won't let the PM sell all of India and make people slaves to corporates.

Refuse slavery to corporates and unjust laws. 
#BurnFarmLawsOnHoli
#FarmersProtest",1,2,ish_kayy,205,False,"jk HR We wont let the PM sell all of India and make people slaves to corporates Refuse slavery to corporates and unjust laws "
2021-03-28 15:10:20,"After 2nd May when BJP wins West Bengal, ye frustrated sardaar logon se puchnege ki vote kisko diya jisne BJP bola uski kutaai. 

#FarmersProtest
#ShameOnCaptAmarinder",2,1,Gaandivdhaari,54,False,"After 2nd May when BJP wins West Bengal ye frustrated sardaar logon se puchnege ki vote kisko diya jisne BJP bola uski kutaai "
2021-03-28 15:09:21,"#FarmersProtest : The farmers, who have been agitating at Delhi borders for the past four months, would be burning copies of the farm laws as part of the 'Holika Dahan' celebrations.",91,142,GilaniTufail,8707,False,The farmers who have been agitating at Delhi borders for the past four months would be burning copies of the farm laws as part of the Holika Dahan celebrations
2021-03-28 15:07:38,"On one hand Sardaars will show that they feed langar to everyone, and on other hand they beat up anyone who supports BJP. 

#FarmersProtest
#ShameOnCaptAmarinder",2,1,Gaandivdhaari,54,False,"On one hand Sardaars will show that they feed langar to everyone and on other hand they beat up anyone who supports BJP "
2021-03-28 15:05:37,"Good news coming in- Sukhdev singh has been released. He was arrested from Chandigarh earlier in feb in connection with Red Fort case of 26th. I had posted about his arrest here

#FarmersProtest https://t.co/1YLuiPl14T",43,263,amaanbali,29294,False,"Good news coming in Sukhdev singh has been released He was arrested from Chandigarh earlier in feb in connection with Red Fort case of 26th I had posted about his arrest here"
2021-03-28 15:01:12,Bhakts are so despicably JEALOUS that their cowardice could never gain as much support and momentum as the #FarmersProtest -it’s not too late to join the fight against oppression and be remembered for being on the right side of history. https://t.co/Kj0p5lRKSo,1,12,simsationxo,1214,False,Bhakts are so despicably JEALOUS that their cowardice could never gain as much support and momentum as the its not too late to join the fight against oppression and be remembered for being on the right side of history
2021-03-28 14:59:51,"#BurnFarmLawsOnHoli #FarmersProtest 

Boycott BJP https://t.co/hNCC2Gn6YJ",1,4,Fakeer16771146,281,False,Boycott BJP
2021-03-28 14:56:14,"Farmers burned copies of laws on the occasion of Holi.

#FarmersProtest https://t.co/PECy84bQZa",3,3,RaaJVinderkaur,1125,False,"Farmers burned copies of laws on the occasion of Holi "
2021-03-28 14:55:33,"Will cut the electricity of 16 state if govt don't fulfill our demand~ rakesh tikait
.
Aisa mat karna ve...Andhere main log tumari maar jayenge  vo bhi 16 state ke 😱😱
G ka guru gram ban jayega tumari bc
#FarmersProtest 
#FarmLaws_DeathWarrant 
#किसान_नहीं_आढ़तिए",1,2,Nirdeshkumarch5,845,False,"Will cut the electricity of 16 state if govt dont fulfill our demand~ rakesh tikait Aisa mat karna ve Andhere main log tumari maar jayenge vo bhi 16 state ke G ka guru gram ban jayega tumari bc  DeathWarrant "
2021-03-28 14:52:21,Maximum share #BurnFarmLawsOnHoli #FarmersProtest https://t.co/szozUr15kB,9,2,GSPANNU13,1672,False,Maximum share
2021-03-28 14:52:08,"Prøtesting sardaar beating up anyone who supports BJP, meanwhile their Neta busy is wandering. 

#FarmersProtest

#ShameOnCaptAmarinder https://t.co/5wwkRk6gXD",18,16,Gaandivdhaari,54,False,"Prtesting sardaar beating up anyone who supports BJP meanwhile their Neta busy is wandering "
2021-03-28 14:51:21,"Retweet guys if u understand farmers pain and poor people.
#भीम_मीम_धोखा_है
#FarmersProtest 
#मोदी_बकवास_बंद_करो",5,6,Sachin88617922,857,False,"Retweet guys if u understand farmers pain and poor people   "
2021-03-28 14:49:26,"#FarmLaws burnt in the #HolikaDahan at Jharsa village today. May they be taken back soon.
#FarmersProtest #Holi2021 #SanyukytKisanMorchaGurgaon https://t.co/9nIo6quKYJ",8,15,Drsarika005,3611,False,"burnt in the at Jharsa village today May they be taken back soon "
2021-03-28 14:49:24,"250 + #FarmersProtest  lives lost - Mute 

1 guy stripped - Its time for president rule in #Punjab 

🤔🤔 

#KisanAndolan https://t.co/w8UlcRURTd",8,15,Mr_Singh86_,8617,False,"250 + lives lost Mute 1 guy stripped Its time for president rule in  "
2021-03-28 14:46:48,"Sure, winners never quit !

#FarmersProtest 
#BurnFarmLawsOnHoli
@KanwarGrewal1 https://t.co/U9351XYNad",21,37,iiMani_KaurRai,2240,False,"Sure winners never quit  "
2021-03-28 14:45:24,"Refuse slavery to corporates and unjust laws
#BurnFarmLawsOnHoli
#FarmersProtest https://t.co/cyejD7yAnl",1,1,ish_kayy,205,False,"Refuse slavery to corporates and unjust laws"
2021-03-28 14:44:14,"Don’t forget our #Farmers are still out there in the Harsh summers of Delhi

Our teams make sure cold water is delivered to everyone who are protesting on the far ends at all the borders by going to each trolley and langar everyday

#hemkuntfoundation #FarmersProtest https://t.co/glRb2tYPw5",9,34,Hemkunt_Fdn,2384,False,"Dont forget our are still out there in the Harsh summers of DelhiOur teams make sure cold water is delivered to everyone who are protesting on the far ends at all the borders by going to each trolley and langar everyday"
2021-03-28 14:43:22,"After infra at farm stir sites, #SGPC doles out Rs 1 lakh each to 153 farmers who (passed away) during the ongoing agitation against the central agri laws at Delhi borders.
#FarmersProtest #SGPCwithFarmers 
@iepunjab @kamalsinghbrar https://t.co/LUUq3fYVT2 https://t.co/0DGeIwaSxD",2,8,SGPCAmritsar,858,False,"After infra at farm stir sites doles out Rs 1 lakh each to 153 farmers who (passed away) during the ongoing agitation against the central agri laws at Delhi borders  "
2021-03-28 14:42:23,"BJP MLA playing Holi With Farmers in Panjab...!!

#मोदी_बकवास_बंद_करो BJP MLA #FarmersProtest https://t.co/K73Oa1aVuF",2,3,naveengauraap,580,False,"BJP MLA playing Holi With Farmers in Panjab  BJP MLA"
2021-03-28 14:42:10,"#ArunNarang
Is this democratic #FarmersProtest or mob terrorism ?
 Myopic political groups have misled masses by dishing out cocktail of #Hinduphobia #Modiphobia &amp; #radicalism to cause this collective madness in rural #Punjab 

@BBC @AmitShah @BJP4India
@PMOIndia
@htTweets",1,1,pintoo2060,219,False,"Is this democratic or mob terrorism ? Myopic political groups have misled masses by dishing out cocktail of &amp to cause this collective madness in rural  "
