related_id,id,created_at,text,retweet_count,favorite_count,user_screen_name,user_followers_count,user_verified,country
1357768519430070276,1357982223652192257,2021-02-06 09:19:26+00:00,"@SusanSarandon Madam jee! Some Farmers have been instigated by false knowledge about Bill. These Instigators are Congress, APP, SP, NCP. But apart of these, another like CPl(M), Khalistanees &amp; Mullas have been hijacked this protest. There are only Brokers on the ground of protest https://t.co/qL9UZHDd2h",0,0,daya8029,1,False,
1357768519430070276,1357967177278582784,2021-02-06 08:19:39+00:00,@SusanSarandon thank you for your prescious Support ... #FarmersAreIndia #IndiaSupportsChakkaJaam #FarmersProtest #KisanAndolan https://t.co/BVrsgXNUmW,0,0,J_Taunque,240,False,Chandigarh 
1357768519430070276,1357961252664840193,2021-02-06 07:56:06+00:00,"@SusanSarandon thanks so much for supporting farmers
#FarmersProtest https://t.co/vAAElfYvmb",0,0,DrGurpreetk,58,False,dreamland 
1357768519430070276,1357921566890151938,2021-02-06 05:18:25+00:00,@SusanSarandon joins the party. ✊ https://t.co/MqWI45Y4jH,0,0,YateeshSrivast1,79,False,"Mumbai, India"
1357768519430070276,1357910346091036673,2021-02-06 04:33:49+00:00,@SusanSarandon just entered the conversation on internal matter. https://t.co/k3O9g2uIeU https://t.co/bPXBLOUkV8,0,0,piklismomma,570,False,"Edmonton, Alberta"
1357768519430070276,1357892572778266630,2021-02-06 03:23:12+00:00,@SusanSarandon  for your support!! You'll definitely see many negative comments from the right wing Indian govt supporters but that's just nonsense talk. Keep up the good work! 🙏🙏 https://t.co/EHOyDprrpc,0,0,SinghisKing908,156,False,"New Jersey, USA"
1357768519430070276,1357881674822873089,2021-02-06 02:39:54+00:00,"@SusanSarandon  Thank u so much Ma'am for your Support.
#WorldStandWithFarmers 
#FarmersProtest 
#IndianFarmersHumanRights https://t.co/laAgnp5jE4",1,0,KanwarGurpreet,23,False,"Chandigarh, India"
1357768519430070276,1357881218793000960,2021-02-06 02:38:05+00:00,@SusanSarandon  Thank you mam. Farmers protesting here at 1-2 degree temperature.  govt. And police is treating them is deplorable ... https://t.co/TRfCFB8lmi,0,1,AbhishekJaat521,14,False,
1357768519430070276,1357870053601935363,2021-02-06 01:53:43+00:00,"@SusanSarandon 👍 
#FarmersProtest #FarmersAreIndia #StandWithFarmers #Istandwithfarmers https://t.co/FQQjra6hhA",0,1,Jashandeepdaud,28,False,"Punjab, India"
1357768519430070276,1357869481347973125,2021-02-06 01:51:27+00:00,@SusanSarandon Always the strong representation #IndiaSupportsChakkaJaam https://t.co/T208EphX8S,0,0,4TheLoveUv,424,False,Global
1357768519430070276,1357824613187809282,2021-02-05 22:53:09+00:00,@SusanSarandon https://t.co/FL9qiX8ePU https://t.co/R0DJyue3Ul,0,0,ChathaNin,12,False,
1357768519430070276,1357823946004037634,2021-02-05 22:50:30+00:00,"@SusanSarandon thank you for showing solidarity. 
#FarmersAreIndia 
#FarmersProtests 
#IndianFarmersHumanRights 
@kavita070 https://t.co/3WrPmIcvrD",0,2,haritakaur,29,False,"Hillingdon, London"
1357768519430070276,1357823136905924610,2021-02-05 22:47:17+00:00,@SusanSarandon thank you so much https://t.co/R1nlre5xDz,0,0,amanmangat08,1360,False,
1357768519430070276,1357823135471525888,2021-02-05 22:47:17+00:00,"@SusanSarandon Just came across a particular quote of yours. 

“I try to live my life every day in the present, and try not to turn a blind eye to injustice and need”.

thank you for speaking up about my people , our people 🧡

#FarmersProtest #FarmersProtests #world #Delhi https://t.co/50sKuR4RF1",0,0,InderSingh_Uk,1466,False,Somewhere over the rainbow..
1357768519430070276,1357814103843221506,2021-02-05 22:11:23+00:00,@SusanSarandon your a legend!! #FarmersProtest #humanrights https://t.co/U0XxHEgg8Y,0,0,NikkiC_36,515,False,"England, United Kingdom"
1357768519430070276,1357802159308431368,2021-02-05 21:23:56+00:00,@SusanSarandon thank you 🙏 #FarmersProtest https://t.co/OPG4AW1AJy,0,0,SatThiara,95,False,United Kingdom
1357768519430070276,1357802085581008902,2021-02-05 21:23:38+00:00,"@SusanSarandon Thank you🙏 @susannareid100 
Why don't you make a point of understanding the whole #FarmersProtest issue. Worth a mention by you and @piersmorgan. Surely after reading and watching you will show solidarity. @ranvir01 🙏 https://t.co/b1Q7v3jsq7",0,0,BhadalRaja,30,False,"Leeds, England"
1357768519430070276,1357799106996015105,2021-02-05 21:11:48+00:00,"@SusanSarandon, respect 🙏 
#FarmersProtest https://t.co/fUo8TXUIah",0,0,BitnamSingh,134,False,UK
1357768519430070276,1357793353878839296,2021-02-05 20:48:56+00:00,@SusanSarandon #IStandWithFarmers #FarmersProtest YAS https://t.co/wvHnocs7sa,0,0,aneet_grewal,15,False,
1357768519430070276,1357784575582306305,2021-02-05 20:14:03+00:00,"@SusanSarandon 

Thank you to the global community for empathy and support 🙏🌹

Requesting all the kind peace loving human beings around the world to show their support to help suppress evil intentions of morally corrupt, hate promoting, power hungry politicians

#farmersprotest https://t.co/KevAfDZg8b",0,1,shells_n_petals,702,False,Far far away...
1357755699162398720,1358190026392297473,2021-02-06 23:05:10+00:00,"@BobBlackman please read &amp; consider. 
#FarmersProtests #HumanRights #ReleaseNodeepKaur #askindiawhy https://t.co/jALfDKUxjA https://t.co/WaliA1B4GR",0,0,jagjitvaheguru,1529,False,
